reviewId,content,score
1e348fd0-f2da-4243-8f0d-52dca22f895f,"Please get rid of the ""note"" bubble over the profile picture, very annoying",4
3327d392-dc00-41ae-9f12-605ea4fd1791,It's Great,5
1b168d1f-90c9-432a-9152-2b70a4713ecd,❤️❤️❤️,5
15c9cdd6-ca2d-45b9-b548-855b3fd78573,This is a good app,5
39b025bf-312d-4b0a-8901-9224a96e45fc,Bahut achcha app per video quality upload karte time kam Ho jaati hai,1
1421bab3-becf-462d-8b21-10919f43f6e8,AnisaMalik,5
caa4955c-6830-4010-8a92-51660fdc9043,Nice 👍👍,5
c9c97441-fb92-4890-b85c-610e33647614,This is veryyy good..👍💗,3
a0e9f65f-4b8c-4d29-bc04-acf91538b396,Bakvas,1
0f569e6c-b0de-4b70-83a5-900b8bb126fd,Very good,5
fe767560-de2d-4ddf-ae47-f5d0e62c5d83,Best thing ever can talk with my friends and all that,5
eb470f5e-42f3-4577-8b95-f055da599858,Like you,5
6c714771-663c-4741-8a87-100748567c7f,Jai,5
73b4ca96-2fe0-4156-ad7e-b4becafe21bd,Very wrost app. Today also i was single. Am i right.,1
895fd943-922c-42e0-b6e7-d0801ece9fea,They allow you to go live and events slide shows yet this is pretty good,5
71e7ba7d-8712-456a-8142-cdec78972060,I like it for use and for to live,5
354dcbf3-097d-4d96-b1bf-bfbb5adf265e,It's gives opportunity for creating more Ideas and very interesting,5
b616fc2a-aa75-4d24-ab47-051afcb4dd03,Nice app,5
c899d68c-019c-476f-b9bb-5525367b965a,Instagram always delete my comment,1
9f627a42-4740-4ac5-b079-43729efaaf28,Good application,5
59254e9d-0cf0-454e-b778-b14bd24451cb,"BB ñ ,,",3
48a7e8dd-580c-4a3c-9f83-8f47a9c3e6e3,Nice,5
eb69764a-14f0-4cb6-aed5-066d2386f15d,Instagram Bharat Chhota Udaipur,5
54f9c3e5-200f-457b-8585-306bfe9bf7f7,Op,5
f93ebfe4-1fbc-45a5-8ee0-f16117e4e5f2,Mast aap hai status dekhne me maje aate hai,5
5fbeceab-dd1c-4ec2-89d8-13b96972a997,Very nice,5
99632224-c0ad-400d-bd2e-dc1b21bc59a4,I like the app 🥰💕💥,5
f6a45451-363a-466a-bf62-0486caa5ad1d,इंस्टाग्राम,5
b9cfbdd6-69d0-432a-b7b1-dfabef403ce0,nice,5
c8215924-bf98-40a9-8a50-f46ed7072401,Oouto,3
b3f439df-955a-4e7f-884b-fe0e434153f1,I like the app wowo,5
068935a7-094c-4e81-955b-3ef49de82f13,Uwuuii 8,4
d2e4d929-9a6f-479d-8bd1-1477d66b69c6,So sweet to operate and understand,5
710e07c5-ebd0-4ab1-932c-6d53c4a2e195,Instagram is best app,5
c57c2037-c9e4-4cd9-ab9e-8415c01d9eae,"Friendly app, very interesting",4
d0828f00-dde7-4a8e-a109-49b045d57c76,"Don't Trust Online Love Because Ur Life Is Change this App,Don't Trust Trust Girls in Instagram ~ 🥲💔💔",5
8af8dbb2-d70c-4d51-8b47-b053513cdf8c,"I have problem here. I can't follow an account,everytime I press follow button it is always back follow after following or follow back. So,I will rate with 1 star,sorry.",4
2eae4362-36cd-4849-ba6f-e87f3fedbdd6,Tremendous app.... 🥰,5
7491e76c-5e74-433c-8eb5-dc5d5d0219bc,Nice,5
d430efff-7500-4eaa-b6b7-d094b123d493,Abhishek,5
406fef1c-b259-4b47-9e7d-0548ef1cd525,"it really sucks that you removed a possibility to watch reels without sound. lije I get it you want to be more like tik tok but it's really uncomfortable because I often want to just scroll while listening to music and the sound from reels stops the music and breaks the vibe completely. pls give the ""no sound"" button back on reels",2
9e3c5f3e-5e4b-4565-992d-a6e7bcd30661,It's amazing,5
0fd3a410-24fc-4783-8bc8-afcbee601fcc,😂😂😂😂😂,5
d58c8c3c-1846-41b4-9502-3d335e8b9b99,I love it 💓,5
721592c8-7d2c-4343-a8a0-870dcbaf19d4,Nice approvement in Instagram,5
03958c41-2751-4a24-bfbd-8d2b3aecda9b,"Scam,scam,scam,scam",1
cc0ad303-ea3c-478d-a9a4-d11eecc0635e,oo nice ji,5
549cc30a-b522-4dae-b4db-86dc4c270945,Good,4
652cd3d3-5006-4099-a90e-ec0dec2166b1,It is very useful app and money earn platform and Entertainment manch,5
4c82da7b-b287-4352-a936-f4ae021c2c6b,"Worst App I have ever seen, but i still use it... you already know the reason why it is worst🙃",1
36ece102-44f1-461b-aec1-d5e5906a5f62,I like Instagram I love you 💓,5
6f3ba51e-c708-4a53-9328-c06de70c8459,"Sometimes, the app freezes when posting. Update: Since multiple updates, the app has become a nightmare. Posts keep disappearing after repost or in collaboration.",2
65afe2ca-70b2-46a2-a05e-9f88d8a52648,It is just so racist So offensive,1
03e2d5a6-0403-4a5e-8e09-3430d9d9225d,Instagram is one of the best app 🙌 👏,5
a662ef24-d17a-40f9-9830-b40893aea360,Kanaram,1
32f60468-930c-4310-b28f-dbf6fafb95e8,"5,43('I ,,3#@5 35r,xh5 ,~,》'¤▪︎ M%,5',",5
0a738bbd-f4ec-467f-bdbd-8d9e390db28c,This is very good platform success life starting thank you,5
0180c3c6-535f-47af-8c61-02983b9d730f,"Can Instagram please look up for saving a post on your playlist but not on your watch later. Like when you save a post on your collection, it still appears on your main saved space which makes it very messy There should be a option even to remove the post from main save but still appears on your collection until you remove it ✌️",4
35b49d12-b2d1-4132-9bf3-e3ebc37ee4c3,Khus sidhu,5
5ceb6ee2-fed9-4dbd-8099-b4b8f36e4a92,It's ok,5
05a2b511-694e-45be-95fd-698d59950ddf,Don't install this app..... koi ladki msg ka reply nahi diya ajj tak☹️ gatiya app hai 🤮,1
b17f5ad1-e9f5-4231-a63c-f435c4388815,Nice app,1
1b1f63c5-55e2-4ee7-8ff1-7e969d2569ce,"Very good aapp , I'm happy instgram , Thank you",5
b6299045-31cc-448f-a612-aa6a7e54b9b7,Great,5
a444576c-53ea-4657-bc63-0470700c65b7,❣️💫❤️,5
cedbf0d8-faf0-44e7-a36a-de535e1f8bac,👍,5
8dc29e2d-af46-46d4-9261-44ff8c5bc2f8,fantastic,5
69945500-0042-437b-b25e-b1d868118719,Very good Instagram both Bhatia hai Instagram ko Sabhi chalayen aur like aur police share Karen,5
c9ceb2b2-013e-446e-8178-35b857c1f736,Hello friends my name is anurag Verma sadhobhari Ismailpur kurebhar sultanpur up. 🤯🤯❤️❤️❤️❤️💯,5
7e589657-980d-4f7a-acff-8ebe8c59b240,Very good👍,5
1854ce62-65a4-4468-8550-f83e2e3888c7,❤️,5
54d3b3f8-a88a-4e1b-8386-b48d806e96ec,Very good,5
3b45f090-a494-4af5-ba20-a84b93370cef,Very good app,5
a87f5497-86a1-40bf-a8e2-412e3b2012e5,It didnt let me sign in,2
8b36dbfe-56f0-40bf-84a3-d07be9d71202,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,5
c561ba8e-04a8-45ac-834c-836763cbd727,like this instagram,5
cc3bb1d6-508e-451d-a058-7a4105109aea,Viry nice appp for insgrame,5
c207548a-33bd-410e-9922-232b96442915,👌👌👌,5
3ba65af3-5ee4-4cad-a3ae-a8235beef7b0,Good luck good working,5
cc5b9c82-630d-4487-9cc1-d9e8f183207c,Update Not a app,5
a6e2d295-ff39-4bec-aaa2-a23ceab1afd6,We,1
9ede0ba3-0389-4eea-bf61-d2c55f071874,Nice,5
353f9da7-966a-4e86-9c45-bf2002cb6ae0,Nice,2
932c363c-54a9-4e98-8d01-7b7c6150208f,Super cool...,5
c2e5f632-5a10-4696-bfb9-340b74577349,ممتااااااز,5
661cf49b-1ce2-4826-9f19-8bd5c7fba4f8,I am using it since year ago but i have not get any viral reel but App is too good,4
f17ed280-a9fd-4ac5-afda-7daf638c9326,❤️,5
bade8170-4cfa-4c78-bc48-be0f73ffee8b,One of the best addicted app👍💯😉,5
8c165955-7af9-49f6-8323-9a1ff6db6c56,the best time pass 😜,5
5de0da78-ed83-4978-9ba4-7b5747c6d2f6,Nive,4
50a8acf4-d405-47af-967e-84cfaae615ee,Laajwaab,5
641df93e-32e0-4d73-ad83-fb65285ed4ba,Good,5
9d6e199d-74ba-4bc9-9f56-f99762196d22,Super,5
cdf66bd6-7f14-4fe6-a82b-57eb2023a5a1,bhat_shakir143 INSTA ID,5
f9ac8001-41f5-499c-ba7f-76449425179d,"Instagram reduces the quality of my reel a lot, it uploads completely blurry And I am very upset about this Tried everything in settings but still the reel is not uploaded in high quality",1
b24cb453-5db9-4285-bc8f-c7d998db988a,So bhari reel,5
6ebb76c2-b35d-4b6f-b1ea-269a55e12230,Nice now i can see niana guerrero,5
f7925548-59e3-4d18-a350-c2d36f0085b2,super,5
c53ed99d-4b1b-4831-9e51-f866344140bf,Good,5
2f7ba363-0948-4701-99f4-58ace9604149,It never let's me join calls,4
279e4940-fc79-4187-9c56-a9bf2f3ff9ed,😋,2
d24d3651-68a4-4cec-9056-1105015a3c56,😎😎😍😍,5
773467d7-4fc2-477c-a411-a197f8fe570e,You can no longer look at someone else's story without opening their own story..,2
545cfcc9-9261-4aba-a546-36eb7f92d214,Excellent Aap,5
98f5e29e-aaa2-4f0f-a5d0-976a3fae447f,Most viral app,3
bb7ccced-b179-4f3d-bcd7-79614d41214d,Best 😅👍🏻,5
c11c9765-b342-41a4-b2b9-7cf97a7f1e38,Best app in world,5
41f4cc29-513f-4a27-9344-9c13172ddbca,Apc great,5
1c431940-0544-4335-9c46-99de867f5b6a,Good,5
597998fa-9a86-4e14-a39b-932ea2979d70,Good,5
1808861a-120e-4671-80df-c8088bbbbd64,I met my current bf on here and it's a veryyyy good app,4
b758e4cc-512e-4605-9463-f2b93837e2e7,Total worst app. Only timepass. Don't install the app who prepare govt. exam 😁😁😁😁😁,1
a1c1ae79-30e9-423f-86d6-089065db9d89,"This app is tons of fun if you like to post to the media and would start to film shorts in your free time, and it's a good way to connect to your family, friends, also your cab start your own business with it, to show your products and items and to set up your store, buy don't take my word for it, see it for your self, go and explore the app and it's wonders.",5
375a7f25-4c80-464f-b48a-cb52e31ebdbf,Good 👍👍,5
0a548197-fbc1-4235-90fe-288527d35cf9,My lovely Insta,5
c05c9805-fb34-4826-8c77-8bda3c52f8c5,👍🏻good,5
2cf37870-a670-43f1-bfce-016c4941f1b3,kya bat he ice kese kar liya apne,5
c20ec827-cc62-4afa-a1e0-29984e22c600,I love Insta my favourite,5
295eb2a3-a7ca-4e7f-b71b-e6162d3c209b,Good app,5
8ef5d054-68a1-4ba7-9a3f-e1404d7ea7ea,Best app,5
2b6e90aa-f48d-43f4-9c1e-71f0e880f70b,Soham,1
4f97afdb-dc48-4846-ab0d-d3591ced77b9,Thanks insta mere setting ban gai tum se 😍😍❤️,5
e9bc2cfe-5e85-439f-962f-fb2d180c6d75,Good application,4
14a4b9f1-2f32-427d-ba62-349bd0aae192,It so very good,5
f0ac1a85-9e9a-4069-ae81-25fbed23c7f2,Easy to use and no technical glitches.,5
42007845-d800-4e80-a77e-e3255884f4a2,Super app is this,5
b03d6c93-5b97-4e54-8186-5351845cbe1a,Great 👍,5
4e00db40-2379-4e83-bc0d-3c6b353c7d55,I am very disappointed with Instagram I have reported several times till now I haven't got any update on my Instagram story stickers option they are missing from recent update please I kindly request Instagram to help me out of the issue and fix this as soon as possible thank you,2
e068e0fe-af6c-4d41-a2b5-ab932a49ff3a,Nice,1
7f61718e-4ec5-4cad-ade7-76580bb59fdf,Your note option माझ्या Instagram मधी नाही आहे .,3
6cd4cf67-f8cc-44b9-8afa-f5dc1e7418fe,Noice 👾,3
1c8d56ae-135e-463f-9eb4-6ff3a2db0f65,എടാ മോനെ,5
19125ce7-ac2c-442f-b8b0-df4e042bef74,Awesome 👍😎,5
597c3578-0f98-47a5-9c8c-dc8c8a892618,Super excited 😊,5
37d5e8a1-29f3-4ae6-ae0a-5c829d7a1c94,They run scam ads 😡,3
5064ea9a-441e-45ba-8ef1-e739d0e7ed3c,I❤️U,5
19de1bb6-1115-4eb1-bcc4-a1cca45de135,I love Insta. I can sync my contacts & friends from facebook!,5
5d27550d-82b8-4558-8154-bbf21600eaf5,😍😘😘😎,5
1b4ca653-ef90-4b7d-8853-a1950bdc3843,good,5
7f4f317f-4aba-4f1a-9a77-222afd6eee02,I can't get through it,2
340abfd7-14c4-4dd9-a44d-091310dd1d8d,Shite,1
ca7d3374-15ea-4ad3-bd8b-64c9b4986239,Area idea idea example naamkaran ADR Naam ke dal ke Idea ke naam pata likhiye,5
c0477735-6cfe-46a7-85c9-b2b298fd3d71,Not nice,1
169d400d-0f26-454b-bd82-25eda99aa3a7,Prince kushvaha,5
b728a403-e7a3-415a-8bb0-7e2f6c9bdc19,برنامج معرص,1
09b3dc5e-8653-40ae-b63e-603b7117daf6,Good,5
3d64b667-0212-494d-9b73-ca921fcffa6d,"Fix your app, I got a a warning for no reason and now I can't watch any reel because it keeps popping up",1
41af6c2f-bcf2-4a9a-a987-4971014011f9,"Good, Nice, very clear",5
ff5f59fd-d103-48c9-ba9e-c23c75d463ee,Nice,5
f8af9de0-2a22-4f12-9ab9-d681ffbbf95c,The best app🎀🎀,5
00f45fd1-81a9-40b2-b71c-3948f7c1cc1c,Qwertyuiop Qwetyuiooo,5
f0a70f27-aa14-473f-b80c-2c54828087d1,This is most popular app in the world,5
a87abf82-f202-4be9-83da-7e92269ef3a2,❤️,5
2d4d873b-bfea-48a2-b7ec-7729c19f29ab,❤️💯,4
27289c51-804f-4b0c-aa73-9fd99481c748,"j , . I 7 for",4
45b53aca-9ed3-4e33-8307-417845c0ed1b,It won't let me follow my friends,1
c06bdeae-b9e8-4286-85c6-94e7e49937aa,tem um bug que deixa o reels desbota no feed,3
bdded78b-e094-4a65-91e0-7667ecf252c7,जाएं अ डे मील s,4
91dcb37c-b902-4382-a0fd-e1e0f0c0ba9c,Best,5
8ec62b7d-2b7d-4228-bf9e-a77805513184,My instagram is not update Please send me message for update,5
647e0588-76dc-404b-a02f-ea557cc731c0,الافضل,5
6cb45148-2a3f-46f7-a041-84a8557b3a0a,very good,5
1c975ff5-53ac-44d6-9e89-81fca4f83b69,"Good but it should remove the option that traces our location , camera and coice",3
ac0854cc-a5ad-468c-9031-2733e9058c9f,Awesome Sauce!,5
e3e23fd5-8186-41cb-9e09-0b48b0ea846c,hy instagram nice your this aap and I need gf insta this please iam boar i need gf,5
fdb8cd4d-b953-4f88-bf51-dc4163137758,nice,5
02384511-d348-4fde-8256-70acd56c2d81,Sansakr Kumar,5
746a9774-65f5-4917-a34e-f1f9defdb033,Super,5
75d488b9-59c6-41ac-9ac1-a03ad01acf29,Kishan bhaiya,3
b57f6b0f-eda8-4311-bcf9-40952ec8db08,Best of all,5
d4487474-bbd2-4fde-a60b-a2ed71803135,the ability to go back an edit existing photos in a post would be a nice without redoing the whole post. Since it is so add driven now we spend less time on it.,1
a8bc441c-be3b-42e3-9970-51baa17c8277,as f,4
ed7c9680-0294-42b9-8e87-1958c70f7a28,Good,5
3bfd2198-63a1-48c6-bd55-d1b3cffcd86e,Ok,5
d0e5de92-6119-4e61-b86d-e771c8a05096,"I enjoy using IG because of the community we can be part of, and it is easy to use.",5
39af2b4c-53da-43b3-883b-6ce612a07528,Some of the ads you allow are scams. How can you allow that? You should screen them better.,1
d3a68eb6-daf4-4d7b-9351-d617f8200eaf,Ilove this app,5
1c1ebf1e-2bb4-48aa-a12e-399c68ff1f18,"Instagram no longer let's you use saved audio on posts, shares and reels, was a great feature, but some idiot decided to remove it!",1
406ea3fe-130b-4cf4-8f12-dad15d22f56d,This is one of the best app ever,5
0ce27fd2-4e0b-4f29-a2fc-53d60cd14787,"I can't even post photos anymore. I've cleared the cache, restarted my phone, done everything just shy of uninstalling the app and nothing works.",1
7e479cb7-0dd5-4d1c-8dd5-53f42d40cfc6,Ok,5
2ed9dad7-9dd5-44e8-a867-3308853fa2e0,Needs improvement.,5
5ed4b12e-f8ca-432a-a261-5d981f7fb806,Followers are coming very low in terms of video views,3
27643cd1-f4cc-473e-aafc-bf5e71f2e439,Nice app,5
31e0b9a8-7e6b-439e-9f34-0fcb703c12e5,best earning app 🤑🤑🤑🤑🤑,5
35a92f6e-2bf6-4380-a255-d4363a40b02c,Www ZZ ZZ See S ea wh WW,3
88e582a5-a570-4ee5-a1bd-68b3163471b1,Nice,5
0f84944b-e7c5-4ba4-87df-99fffe995825,It's a very cool app almost like tiktok. I really like the community and its not very cringe.,5
f77cadeb-c29d-429f-b876-5bd38f3cdf51,SAME AS FACEBOOK😉🙄🙄RESTRICTED 180 DAYS YES AM A DEMOCRACT TRYING TO WAKE UP THE COUNTRY BEFORE VOTING IN NOVEMBER DEFINITELY TRYING HARD TO REACH PPL BUT AM RESTRICTED FROM FREEDOM OF SPEECH!!!,1
d995ce0a-752e-47a8-8c04-9c5795f5ffd4,I like it,5
d66c66af-6fa8-43de-81b1-c085837efd08,Very good,5
86aa054e-4edf-4f35-a71a-efd449f6e3e9,Please give us option to enable fully black mode. I don't want my background to be any color other than pitch black.,1
3a3c4996-121b-4a5a-be48-8d8aaa7d2f83,When I do a story and I wanna put like designs like stickers. I put them and when I post them it erases most of the stickers and it's really annoying.,2
55e2d54e-c6bb-4a20-bb07-349c41cdda06,Good 👍,5
954275d1-62cd-4181-a231-3e7278a1d89b,Nice,5
a6923132-6fde-4eb0-b267-d9d3d2324c8e,It would be amazing if you add reposts to reels,4
ed0f17d5-9c34-4268-892e-249e46fb31ba,T Fiji lol jom,5
baf018d0-69c3-4497-9f05-4dcf046630d9,I love that 😍,5
4aede817-4ba8-43f3-8a9d-20d16cbdea25,"Now they are spamming people to install another app threads. Smh IG the new spam. Freezing choppy videos all the time!! Always refreshing as the most inconvenient times. Meta al, another example of something no one wants. @ links random don't work. notifications for things that have nothing to do with my profile. Spam app",1
d56b02a0-d9ec-4fe7-bb63-deb5ea9f4d7f,bakit di ako makapag mention sa notes,3
748faabe-be72-44e6-b471-75c4a557cb8c,"A great website, love posting, love community of individuals that I have met here! Would recommend! 😁",5
3c59ef84-7583-4e00-bf8b-788123cd634e,This app is so amaizing😘,5
f8369154-0b93-41d9-9a6a-b1f69620ca56,Just like to post pics I wish I could get into my old account,5
e7a160ad-22d8-4d15-9f04-fac97b0775bb,"Reels are THE MORE FRUSTRATING THING TO USE. Just get Tik Tok and leave this relic where ever it dies. I've had Instagram since the day it dropped for Android and it's gotten worse and worse since FB bought it. The updates are annoying, often failing, and the functionality keeps changing for the worse.",1
1d5df56d-6321-40da-a019-bdbaac7601bc,I can't get into my account and I need to take off Allison,1
e90412cb-7958-4877-9b54-49e305088880,Way too many adds that aren't even relevant to my content or that of the accounts I follow. I keep getting spammed with ads that aren't from Instagram accounts.,3
ee53807a-8fdc-409d-84fb-5eb798ed5aca,Bhai sab sa baker app ha bhai koi bhi ladki ko message Karo Bhai reply nahi da ta bakar app ha my sagasation do not interested this app✅✅✅,1
3359d2a5-ecf5-40e6-a1ae-4a998fe29baa,",a",3
f19858f1-97a9-4216-884c-99224f2b91a0,அனைவருடைய ‌சோகத்திலும் புண்ணகை தருகின்றான்,5
b08086b3-68e9-4679-a1e1-1feee65a6fe4,Why is so difficult to be on this app ? I can't enter.,1
af1ef37a-c1dc-4f8d-b2ad-5108e725d758,Santoshsahoo 8115,5
cdec24fc-afda-4d8f-bca9-b705604b95ab,I am ghasem solemani.,1
8a90d8d6-c2e0-43bb-b099-717d25809163,Awesom,5
876166d4-5688-413e-a41c-b69ee34c2f8c,I really love this app!!,5
0ae81ad1-d96b-4e57-b1a1-1ad8ffd806d4,"This app is bad, racist and abusive, no kid deserve to be treated like that",1
3de3ec1b-99cd-4fb9-b629-731ea987ce63,"Bhut,ACHA,AP,ha,",5
9effcee9-5c19-4fb7-b214-c3d694ac6d64,Update please,5
f2e5ab0c-3f53-4cb0-b4dc-c94b0854f6ad,Really like instagram,5
721f234a-b45b-472f-ade5-4d86d07e07c5,Praha Karl kumar,4
ca4894a8-8cab-46ce-9d2a-64caa4f0d82e,My favourite app is best app,5
5e512129-1edc-4a11-984a-f513d7f87382,Why cant we mute reels now I rather mute a reel than pause it ?? 😒,1
92ddb40a-a935-46f1-9989-f1b4b63743b1,Sucks,1
6ca0c984-ff5a-4e35-8d1a-47453ec3568f,Ranjit9827 you,5
